 num_hrefs, num_imgs, num_videos,shares
2,0,0,7800
1,1,0,7800
6,1,0,2000
16,11,0,5800
26,1,0,2200
5,6,0,9800
2,1,10,1700
2,0,1,3900
3,1,0,4200
1,0,1,1600
13,1,0,3500
13,1,0,2600
13,6,0,2000
5,13,0,1600
5,1,0,17600
7,1,0,767
2,12,0,4400
3,0,2,1300
13,1,0,2800
16,6,0,2000
11,1,0,5700
28,6,0,2200
1,0,1,1600
5,1,0,2100
38,9,0,1700
5,0,0,827
21,1,0,2500
14,1,0,2500
6,1,0,764
7,1,0,1100
3,1,0,4000
2,12,1,2900
1,0,1,1100
19,10,0,423
5,0,1,1000
4,1,0,2100
8,1,0,2200
3,0,0,703
16,0,11,1000
10,1,0,1900
6,1,0,863
3,1,0,1100
8,17,0,1400
17,9,0,1900
5,1,1,799
8,0,0,3700
11,1,0,3700
5,1,0,1600
7,0,1,2000
8,1,0,1600
4,1,0,2100
9,1,0,1300
3,1,0,1100
51,13,0,1800
47,13,0,3200
0,1,0,800
39,12,1,1500
18,1,0,1100
14,1,0,900
15,1,0,1100
4,0,1,1100
10,1,0,1600
4,0,0,1600
13,1,0,2100
16,12,0,2700
8,7,0,950
7,17,0,1400
11,1,1,971
16,0,1,872
14,1,0,1700
4,0,1,657
6,0,0,1100
3,1,0,2800
40,1,20,1700
5,0,1,718
3,0,0,4500
4,1,0,1800
6,13,0,533
5,1,0,6800
6,0,1,1200
14,17,0,2000
2,1,0,6500
11,1,0,3100
6,0,1,987
9,1,0,6700
3,14,0,4100
38,12,0,428
7,1,0,1500
14,11,0,1500
3,1,0,2100
6,0,2,1500
5,1,0,936
3,1,0,1200
13,1,10,5300
7,0,2,860
8,1,1,4600
1,0,1,925
4,0,0,11900
7,1,0,1700
5,1,0,940
7,1,0,560
5,1,1,2600
7,1,1,1500
3,1,0,866
12,1,0,1200
3,1,0,6000
2,0,1,1300
16,1,0,2100
5,0,1,1400
11,1,0,583
6,1,0,1200
4,1,0,3000
3,1,0,1100
2,1,0,6500
10,1,0,1200
14,1,0,751
7,1,0,741
3,1,0,2100
15,1,0,1800
7,1,0,1600
15,1,0,635
0,0,1,589
3,0,1,1100
12,0,20,473
31,12,1,1200
53,13,0,1100
5,0,0,1500
4,0,1,1000
3,1,0,532
1,0,0,1400
9,1,0,1100
5,0,17,510
5,1,0,342
3,1,0,1700
5,1,1,2700
15,16,0,1900
4,1,0,22000
6,1,0,503
2,1,0,2800
10,1,0,1100
7,1,1,522
3,1,0,1100
4,0,2,1500
2,0,0,2000
14,6,0,1900
4,0,1,5500
12,5,0,1200
6,1,0,4600
3,0,0,823
3,1,0,1800
10,1,0,5600
10,0,0,2500
14,1,0,1900
6,1,0,689
9,9,0,1100
4,1,0,3700
3,1,0,1200
4,0,1,952
30,1,0,300
9,1,3,2600
9,0,0,1300
4,1,0,1500
7,1,0,1900
7,1,0,1000
7,1,1,1500
7,1,1,1000
3,1,0,1000
28,16,1,3200
13,1,9,1200
14,1,9,2500
6,1,0,2800
11,0,0,1900
4,1,0,2700
29,25,1,956
11,1,0,1000
0,10,0,2500
7,1,1,915
4,1,0,2000
7,1,0,864
10,0,0,4100
3,1,0,910
1,1,0,790
9,1,0,623
2,1,0,548
10,1,0,1400
8,13,0,1100
2,1,0,508
5,1,0,1800
12,1,0,909
10,1,1,999
4,1,0,2100
8,1,7,825
14,13,0,2400
6,1,10,1300
20,14,0,2100
13,1,0,2000
6,0,1,2600
4,0,0,1100
3,1,0,2700
0,0,0,1700
4,1,0,3000
11,1,0,2500
3,0,0,1900
11,1,1,10200
5,1,0,603
11,1,0,1500
5,1,0,1200
15,1,0,957
9,0,0,899
14,1,0,1200
5,0,1,1700
5,1,1,1000
1,0,1,8200
11,1,0,1500
8,1,0,683
18,1,0,1800
16,10,1,371
3,1,0,1500
4,1,1,7400
10,1,0,2700
9,1,0,375
12,1,0,799
6,1,0,445
2,1,0,837
17,7,0,978
3,0,1,2000
14,1,0,1200
8,1,0,1500
3,0,1,929
5,1,1,1200
8,0,0,1500
12,1,0,1100
4,1,0,513
12,0,1,730
7,0,0,560
10,1,0,8300
4,1,1,8300
4,0,0,740
2,0,1,581
4,1,0,556
14,1,0,730
1,1,0,775
2,0,2,518
16,8,0,3100
5,1,0,4700
2,1,0,1700
3,0,1,1900
3,1,0,886
33,1,0,2100
4,4,0,1300
5,1,0,3900
6,1,0,39200
8,0,0,876
2,0,2,1800
8,0,1,1100
3,1,0,755
1,1,0,6000
5,1,0,1800
5,1,0,555
15,8,0,13800
6,0,0,447
10,1,10,4400
4,1,0,1700
4,0,0,1000
22,1,0,1900
6,0,0,902
3,1,0,1100
49,16,0,1000
13,10,0,1600
4,1,0,9500
22,1,0,1300
15,6,0,949
8,0,3,405
3,1,0,2100
11,1,0,1500
2,1,0,2300
3,0,0,4000
10,1,0,785
5,12,0,2400
2,1,10,2300
6,1,0,5200
5,0,1,3800
9,1,0,431
9,1,0,3600
7,0,1,515
8,1,0,2500
7,1,0,537
19,11,0,668
6,1,0,5000
2,0,1,3400
7,0,1,471
5,1,0,1200
6,0,1,527
22,11,1,1400
10,1,0,632
3,0,1,998
3,1,0,400
1,1,0,1000
3,1,4,2700
5,1,0,2200
5,1,0,3300
7,1,0,1200
3,1,1,1700
8,18,0,1300
6,1,1,482
5,1,0,1300
12,1,0,2100
4,0,0,1600
17,12,1,2700
9,17,0,1300
8,1,0,2000
5,0,1,2000
11,1,0,4400
47,11,0,3900
2,0,1,8100
10,1,0,1400
4,14,0,2500
17,11,0,3100
2,0,2,2100
11,1,0,1800
2,0,0,1200
14,8,0,1700
5,0,0,2700
3,0,11,1200
3,13,0,5700
8,0,1,606
5,0,2,10700
4,1,0,1000
3,0,1,735
8,1,20,1500
8,1,0,763
10,1,0,9700
6,1,0,3800
14,1,0,532
2,0,1,811
2,1,0,3200
4,1,0,942
8,1,0,1400
4,0,0,731
3,1,0,4800
21,1,0,2700
3,1,1,11800
11,1,0,3400
30,8,0,3300
0,0,0,4500
10,1,0,4300
20,8,1,1500
6,0,0,4300
6,0,0,614
49,1,1,3500
9,1,0,2600
6,1,0,3900
8,1,0,3100
4,0,2,1600
11,1,0,928
6,1,0,4100
11,1,1,7000
4,0,17,921
7,1,0,1800
2,1,0,2100
4,1,0,856
10,7,0,2700
2,1,0,2700
3,0,1,2500
6,1,0,1100
4,0,26,2100
11,1,0,1200
4,0,1,1200
12,1,0,931
6,1,0,2700
5,1,0,2300
7,1,1,475
4,1,0,574
3,1,0,4700
4,1,0,1100
2,0,1,1400
4,1,0,1200
6,1,10,3200
4,0,1,1500
2,1,0,538
15,1,0,1100
8,1,0,661
5,1,0,535
10,1,2,1300
12,0,10,1200
12,1,1,705
4,0,21,521
3,1,1,1300
5,1,0,1600
41,1,0,3800
4,13,0,1000
9,13,0,8000
17,1,0,1400
9,1,0,2500
7,1,0,1100
2,1,0,1600
3,6,0,1300
4,1,1,10800
10,8,0,2000
7,1,0,9800
52,1,0,2200
20,11,0,2900
32,30,0,1300
0,0,0,6800
7,1,0,4900
5,1,0,2200
3,0,21,30000
4,0,21,6200
5,0,1,5600
8,1,0,5200
4,1,0,3900
19,1,0,2300
24,11,0,2700
7,13,0,2800
4,0,0,6300
36,1,0,1300
12,11,0,1400
5,13,0,2400
6,1,0,1700
6,0,11,5900
3,25,0,3800
4,1,0,3100
3,0,0,1100
7,0,1,2400
2,0,0,3000
9,1,1,1400
11,1,0,8200
16,8,0,2200
5,1,0,2700
8,1,0,4300
11,0,0,1500
8,1,0,6400
4,0,0,1100
3,0,0,5900
2,0,0,4600
11,6,0,1300
6,0,0,6100
4,1,0,1400
8,1,0,2800
19,6,0,2200
11,1,1,1500
1,0,1,6300
10,7,0,4800
18,8,0,1100
11,1,0,1300
5,0,0,1800
5,1,0,4300
4,1,0,1200
15,1,0,8500
9,0,0,776
10,0,0,1200
11,1,0,1600
6,0,11,742
3,9,0,469
6,0,1,414
5,1,0,2500
11,1,0,1200
8,6,0,1000
3,1,0,1800
7,1,0,506
10,1,0,8100
17,1,1,2700
6,1,0,2000
14,0,0,590
4,1,0,565
8,1,1,2400
4,1,0,1400
6,1,0,1100
1,1,0,1200
6,14,0,4300
7,1,0,3400
8,0,0,3000
12,1,0,357
9,1,0,6700
3,1,0,566
12,1,0,1400
10,1,0,874
6,1,0,2000
6,1,0,2800
3,0,1,460
4,13,0,2700
16,10,1,1700
8,1,0,3000
13,1,0,706
17,14,0,583
6,0,0,1300
5,0,1,830
6,1,0,2000
3,0,1,7100
15,1,0,294
6,0,0,349
14,11,0,4400
16,1,0,507
13,1,0,542
5,1,0,2400
24,10,0,688
7,1,0,1900
31,9,0,30200
7,1,0,2000
4,0,10,1300
15,1,0,907
18,13,0,3100
11,1,1,804
3,1,13,1200
1,0,1,8700
2,1,0,1900
4,0,7,559
1,0,0,3000
12,0,0,401
5,0,11,4400
6,1,0,1100
5,1,0,2400
3,1,3,1700
4,0,0,953
11,1,1,706
3,1,2,469
16,1,0,1900
8,1,0,673
3,1,0,672
16,1,0,1200
21,1,0,2400
3,0,26,578
32,1,0,1500
7,1,0,1000
5,13,0,1200
4,0,1,16700
10,9,0,1200
3,0,13,4300
5,1,0,441
4,1,0,2100
13,8,0,4800
5,1,0,969
54,0,30,6700
7,1,0,1000
4,0,11,1600
9,1,1,577
3,1,0,510
5,1,0,1200
8,1,0,2700
6,0,0,790
2,1,0,3200
14,0,10,3100
5,0,0,11400
16,12,0,4400
12,1,0,1500
18,1,0,769
2,0,7,1400
5,1,0,2100
14,1,1,825
1,0,2,3000
11,7,0,3000
24,9,0,5000
4,0,12,2100
6,1,0,4100
6,1,0,6300
5,1,0,2700
4,1,1,532
3,1,0,559
5,11,0,2700
5,1,1,1300
7,1,0,3100
5,1,0,1500
4,8,0,1100
17,6,0,790
5,0,1,3000
10,0,1,792
10,1,2,467
11,1,1,1900
4,0,11,6000
8,1,0,969
13,1,2,3000
11,1,0,1000
6,6,0,686
6,0,0,990
8,14,0,717
6,1,0,2200
14,1,0,1600
4,0,1,779
5,1,0,11100
6,1,0,1500
6,0,1,1000
6,11,0,803
5,11,0,534
6,1,0,980
4,1,0,1100
6,1,0,1600
4,1,0,1100
7,0,1,2800
9,1,0,2400
0,0,0,1300
2,1,0,1100
5,0,0,1500
3,0,1,1200
4,0,1,3400
0,0,0,1000
28,10,1,5200
42,1,0,14400
11,9,0,1100
12,8,0,1600
4,1,0,1800
6,0,0,531
6,0,0,6300
7,1,0,691
5,1,0,1600
13,1,0,3400
2,13,0,1200
3,1,1,649
5,1,0,3600
5,0,0,2300
3,1,0,2200
6,0,0,1500
4,0,1,1400
10,1,0,651
4,1,0,853
2,1,1,1500
9,16,0,469
5,20,1,3000
0,0,1,1800
9,0,0,10300
17,1,0,1300
7,1,0,659
2,1,1,839
2,1,0,2100
2,1,0,2700
12,0,0,1200
8,21,0,3400
3,13,0,1100
2,1,0,436
36,1,2,2400
26,1,0,1600
7,0,0,1100
5,1,0,1800
3,1,0,7900
6,0,0,990
0,0,0,1200
2,1,0,998
7,1,2,636
4,1,0,1500
2,0,0,1600
29,12,0,2700
7,16,0,1300
9,1,0,2600
7,1,0,707
11,1,0,1200
3,1,0,2000
2,10,0,1200
3,16,0,2400
21,1,0,1700
4,0,0,1300
5,1,1,373
17,8,0,935
22,11,0,11900
4,1,0,745
16,10,1,1400
7,1,0,984
12,1,0,912
7,1,0,740
4,0,1,1000
19,15,1,1600
5,0,0,2300
8,1,0,867
4,1,0,1300
3,0,2,4300
4,1,0,1500
6,1,0,3400
9,11,0,1700
52,1,0,2000
5,1,1,2400
13,8,0,2300
6,1,0,758
17,1,0,412
12,11,0,909
21,20,0,1200
4,0,1,69100
16,11,0,2500
13,1,0,428
3,1,0,1200
3,1,0,884
6,1,0,1500
2,1,0,511
5,1,0,1800
40,1,0,3500
3,1,0,1500
8,1,0,435
6,1,0,646
4,1,0,1800
16,1,4,2400
3,0,1,4500
3,1,0,2300
6,13,0,866
42,30,1,5100
6,0,26,949
6,0,0,849
8,1,20,1800
6,0,0,16800
5,1,0,478
6,1,0,1800
4,1,0,1500
2,0,1,1800
8,10,0,1000
6,0,2,1600
3,1,1,2200
47,1,0,1100
6,1,0,998
6,0,0,386
5,1,0,1500
3,0,1,2400
4,1,0,4100
5,0,0,440
4,11,0,3700
15,9,0,857
3,0,0,593
7,1,1,3200
9,16,0,1000
14,1,9,2800
6,1,0,849
1,5,0,1100
2,0,1,1700
7,0,1,340
6,1,0,1300
11,1,0,907
3,1,0,687
3,0,1,1900
25,11,1,1100
7,0,1,422
2,1,30,2100
3,1,0,1000
13,1,0,886
9,1,0,1900
8,1,0,2700
3,0,0,1100
3,1,0,1800
5,1,1,3000
7,1,0,397
11,1,0,380
5,1,26,1700
0,0,0,2100
6,1,1,1700
8,14,0,1000
4,1,0,693
7,0,0,1100
5,13,0,3100
5,0,21,1800
3,0,21,3100
4,1,0,3500
1,0,1,2000
9,1,0,2300
3,1,10,1600
3,1,0,2500
6,1,4,1200
4,0,1,2100
10,1,0,3500
4,0,0,6700
11,1,0,919
5,1,0,488
10,0,0,790
5,1,0,1000
30,10,1,853
17,12,1,16500
6,1,0,1400
3,1,0,825
14,11,0,1000
6,1,0,657
5,1,0,594
5,1,0,676
5,1,0,991
25,14,2,1100
0,12,0,1100
1,0,1,444
9,1,0,3800
7,1,0,1100
8,1,0,2800
3,1,1,2100
5,1,0,728
7,1,0,828
3,0,1,1600
5,1,10,16500
5,21,0,1600
12,1,0,3400
10,1,0,1400
8,0,1,807
22,11,0,4300
2,0,1,1500
1,1,0,326
6,1,10,1200
4,1,0,7000
3,1,0,606
6,1,0,683
23,0,0,1300
7,1,1,1200
8,0,0,40100
5,1,0,3900
12,1,7,1200
6,1,0,1200
6,0,1,1500
3,0,1,3400
6,0,21,2400
4,1,2,518
22,8,0,3400
5,1,0,460
8,1,0,1100
11,1,0,1900
5,1,1,1600
2,1,0,835
5,0,1,1700
7,1,0,900
5,1,2,1200
9,1,0,676
1,0,11,681
10,1,1,5400
12,1,0,1900
20,8,1,4400
13,1,0,1700
6,1,0,1800
12,1,0,4400
6,0,11,832
6,1,2,4200
5,1,8,1000
7,0,1,546
6,1,0,17300
21,1,1,2400
22,11,0,1500
4,1,0,765
6,1,0,12900
16,1,0,805
11,9,0,3200
4,21,0,2000
6,0,1,3400
59,1,0,2300
7,0,1,4100
6,0,0,2500
24,11,0,1600
5,1,0,1400
4,1,0,2000
3,1,0,4500
4,99,0,3300
18,6,0,2700
11,1,0,3100
30,1,0,1100
2,0,11,1700
12,11,0,7400
40,11,0,1300
3,0,0,697
4,1,0,1300
11,1,14,1200
20,0,15,1200
10,1,0,1100
11,6,0,1100
10,8,0,2100
8,1,0,649
11,1,0,681
47,10,0,1100
4,0,1,1300
4,1,0,1300
7,1,3,655
6,1,1,1600
0,0,14,2000
1,0,1,5500
36,1,1,5100
4,0,1,9700
2,1,0,786
3,0,1,1900
4,0,0,8900
14,1,1,1500
7,1,0,2000
7,0,0,536
7,1,15,550
6,0,1,1200
3,1,0,4500
4,0,1,1600
44,10,1,1900
1,0,1,2500
15,1,10,498
11,1,5,1800
2,1,73,10900
11,1,0,1700
0,0,1,1500
1,0,1,820
19,0,14,1300
32,0,1,2000
32,30,0,900
6,0,0,1100
2,0,0,4000
